"","x","y","STR","Date"
"530",457125,6527135,9.46236324310303,2018-06-26
"813",457155,6527115,13.9867601394653,2018-06-26
"814",457165,6527115,14.640998840332,2018-06-26
"953",457155,6527105,13.9867601394653,2018-06-26
"954",457165,6527105,14.640998840332,2018-06-26
"955",457175,6527105,14.640998840332,2018-06-26
"1093",457155,6527095,12.7544631958008,2018-06-26
"1094",457165,6527095,13.4681663513184,2018-06-26
"1095",457175,6527095,13.4681663513184,2018-06-26
"1096",457185,6527095,13.594409942627,2018-06-26
"1097",457195,6527095,13.594409942627,2018-06-26
"1233",457155,6527085,12.7544631958008,2018-06-26
"1234",457165,6527085,13.4681663513184,2018-06-26
"1235",457175,6527085,13.4681663513184,2018-06-26
"1236",457185,6527085,13.594409942627,2018-06-26
"1237",457195,6527085,13.594409942627,2018-06-26
"1238",457205,6527085,15.2491664886475,2018-06-26
"1367",457095,6527075,8.867919921875,2018-06-26
"1369",457115,6527075,9.44066619873047,2018-06-26
"1370",457125,6527075,10.9257621765137,2018-06-26
"1371",457135,6527075,10.9257621765137,2018-06-26
"1372",457145,6527075,12.8302536010742,2018-06-26
"1373",457155,6527075,12.8302536010742,2018-06-26
"1374",457165,6527075,13.3852157592773,2018-06-26
"1375",457175,6527075,13.3852157592773,2018-06-26
"1376",457185,6527075,13.3440980911255,2018-06-26
"1377",457195,6527075,13.3440980911255,2018-06-26
"1378",457205,6527075,14.9392671585083,2018-06-26
"1379",457215,6527075,14.9392671585083,2018-06-26
"1380",457225,6527075,14.1680154800415,2018-06-26
"1504",457065,6527065,6.35479402542114,2018-06-26
"1505",457075,6527065,6.35479402542114,2018-06-26
"1506",457085,6527065,8.867919921875,2018-06-26
"1507",457095,6527065,8.867919921875,2018-06-26
"1508",457105,6527065,9.44066619873047,2018-06-26
"1509",457115,6527065,9.44066619873047,2018-06-26
"1510",457125,6527065,10.9257621765137,2018-06-26
"1511",457135,6527065,10.9257621765137,2018-06-26
"1512",457145,6527065,12.8302536010742,2018-06-26
"1513",457155,6527065,12.8302536010742,2018-06-26
"1514",457165,6527065,13.3852157592773,2018-06-26
"1515",457175,6527065,13.3852157592773,2018-06-26
"1516",457185,6527065,13.3440980911255,2018-06-26
"1517",457195,6527065,13.3440980911255,2018-06-26
"1518",457205,6527065,14.9392671585083,2018-06-26
"1519",457215,6527065,14.9392671585083,2018-06-26
"1520",457225,6527065,14.1680154800415,2018-06-26
"1521",457235,6527065,14.1680154800415,2018-06-26
"1644",457065,6527055,8.10196018218994,2018-06-26
"1646",457085,6527055,9.39754390716553,2018-06-26
"1647",457095,6527055,9.39754390716553,2018-06-26
"1649",457115,6527055,10.9257621765137,2018-06-26
"1650",457125,6527055,12.4234752655029,2018-06-26
"1651",457135,6527055,12.4234752655029,2018-06-26
"1652",457145,6527055,13.853645324707,2018-06-26
"1653",457155,6527055,13.853645324707,2018-06-26
"1654",457165,6527055,13.6369819641113,2018-06-26
"1655",457175,6527055,13.6369819641113,2018-06-26
"1656",457185,6527055,14.640998840332,2018-06-26
"1657",457195,6527055,14.640998840332,2018-06-26
"1658",457205,6527055,14.5440502166748,2018-06-26
"1659",457215,6527055,14.5440502166748,2018-06-26
"1660",457225,6527055,14.2603025436401,2018-06-26
"1661",457235,6527055,14.2603025436401,2018-06-26
"1662",457245,6527055,12.9068899154663,2018-06-26
"1713",456355,6527045,1.54494905471802,2018-06-26
"1786",457085,6527045,9.39754390716553,2018-06-26
"1787",457095,6527045,9.39754390716553,2018-06-26
"1790",457125,6527045,12.4234752655029,2018-06-26
"1791",457135,6527045,12.4234752655029,2018-06-26
"1792",457145,6527045,13.853645324707,2018-06-26
"1793",457155,6527045,13.853645324707,2018-06-26
"1794",457165,6527045,13.6369819641113,2018-06-26
"1795",457175,6527045,13.6369819641113,2018-06-26
"1796",457185,6527045,14.640998840332,2018-06-26
"1797",457195,6527045,14.640998840332,2018-06-26
"1798",457205,6527045,14.5440502166748,2018-06-26
"1799",457215,6527045,14.5440502166748,2018-06-26
"1800",457225,6527045,14.2603025436401,2018-06-26
"1801",457235,6527045,14.2603025436401,2018-06-26
"1802",457245,6527045,12.9068899154663,2018-06-26
"1803",457255,6527045,12.9068899154663,2018-06-26
"1924",457065,6527035,10.3088312149048,2018-06-26
"1925",457075,6527035,10.3088312149048,2018-06-26
"1926",457085,6527035,11.1860008239746,2018-06-26
"1927",457095,6527035,11.1860008239746,2018-06-26
"1928",457105,6527035,12.142409324646,2018-06-26
"1929",457115,6527035,12.142409324646,2018-06-26
"1930",457125,6527035,14.1680154800415,2018-06-26
"1931",457135,6527035,14.1680154800415,2018-06-26
"1932",457145,6527035,14.9900903701782,2018-06-26
"1933",457155,6527035,14.9900903701782,2018-06-26
"1934",457165,6527035,14.640998840332,2018-06-26
"1935",457175,6527035,14.640998840332,2018-06-26
"1936",457185,6527035,14.640998840332,2018-06-26
"1937",457195,6527035,14.640998840332,2018-06-26
"1938",457205,6527035,12.3166723251343,2018-06-26
"1939",457215,6527035,12.3166723251343,2018-06-26
"1940",457225,6527035,12.4234752655029,2018-06-26
"1941",457235,6527035,12.4234752655029,2018-06-26
"1942",457245,6527035,12.4234752655029,2018-06-26
"1943",457255,6527035,12.4234752655029,2018-06-26
"1944",457265,6527035,11.6460628509521,2018-06-26
"1997",456395,6527025,1.75767517089844,2018-06-26
"2062",457045,6527025,5.2822470664978,2018-06-26
"2063",457055,6527025,5.2822470664978,2018-06-26
"2064",457065,6527025,10.3088312149048,2018-06-26
"2065",457075,6527025,10.3088312149048,2018-06-26
"2066",457085,6527025,11.1860008239746,2018-06-26
"2067",457095,6527025,11.1860008239746,2018-06-26
"2068",457105,6527025,12.142409324646,2018-06-26
"2069",457115,6527025,12.142409324646,2018-06-26
"2070",457125,6527025,14.1680154800415,2018-06-26
"2071",457135,6527025,14.1680154800415,2018-06-26
"2072",457145,6527025,14.9900903701782,2018-06-26
"2073",457155,6527025,14.9900903701782,2018-06-26
"2074",457165,6527025,14.640998840332,2018-06-26
"2075",457175,6527025,14.640998840332,2018-06-26
"2076",457185,6527025,14.640998840332,2018-06-26
"2077",457195,6527025,14.640998840332,2018-06-26
"2078",457205,6527025,12.3166723251343,2018-06-26
"2079",457215,6527025,12.3166723251343,2018-06-26
"2080",457225,6527025,12.4234752655029,2018-06-26
"2081",457235,6527025,12.4234752655029,2018-06-26
"2082",457245,6527025,12.4234752655029,2018-06-26
"2083",457255,6527025,12.4234752655029,2018-06-26
"2084",457265,6527025,11.6460628509521,2018-06-26
"2085",457275,6527025,11.6460628509521,2018-06-26
"2202",457045,6527015,8.53200340270996,2018-06-26
"2203",457055,6527015,8.53200340270996,2018-06-26
"2204",457065,6527015,12.6423282623291,2018-06-26
"2205",457075,6527015,12.6423282623291,2018-06-26
"2206",457085,6527015,12.4234752655029,2018-06-26
"2207",457095,6527015,12.4234752655029,2018-06-26
"2208",457105,6527015,12.6053562164307,2018-06-26
"2209",457115,6527015,12.6053562164307,2018-06-26
"2210",457125,6527015,14.2603025436401,2018-06-26
"2211",457135,6527015,14.2603025436401,2018-06-26
"2212",457145,6527015,15.041241645813,2018-06-26
"2213",457155,6527015,15.041241645813,2018-06-26
"2214",457165,6527015,15.6816673278809,2018-06-26
"2215",457175,6527015,15.6816673278809,2018-06-26
"2216",457185,6527015,15.3019952774048,2018-06-26
"2217",457195,6527015,15.3019952774048,2018-06-26
"2218",457205,6527015,12.9455261230469,2018-06-26
"2219",457215,6527015,12.9455261230469,2018-06-26
"2220",457225,6527015,11.840012550354,2018-06-26
"2221",457235,6527015,11.840012550354,2018-06-26
"2222",457245,6527015,11.6143083572388,2018-06-26
"2223",457255,6527015,11.6143083572388,2018-06-26
"2224",457265,6527015,9.98771190643311,2018-06-26
"2225",457275,6527015,9.98771190643311,2018-06-26
"2226",457285,6527015,8.44274520874023,2018-06-26
"2341",457035,6527005,3.4890239238739,2018-06-26
"2342",457045,6527005,8.53200340270996,2018-06-26
"2343",457055,6527005,8.53200340270996,2018-06-26
"2344",457065,6527005,12.6423282623291,2018-06-26
"2346",457085,6527005,12.4234752655029,2018-06-26
"2347",457095,6527005,12.4234752655029,2018-06-26
"2348",457105,6527005,12.6053562164307,2018-06-26
"2349",457115,6527005,12.6053562164307,2018-06-26
"2350",457125,6527005,14.2603025436401,2018-06-26
"2351",457135,6527005,14.2603025436401,2018-06-26
"2352",457145,6527005,15.041241645813,2018-06-26
"2353",457155,6527005,15.041241645813,2018-06-26
"2354",457165,6527005,15.6816673278809,2018-06-26
"2355",457175,6527005,15.6816673278809,2018-06-26
"2356",457185,6527005,15.3019952774048,2018-06-26
"2357",457195,6527005,15.3019952774048,2018-06-26
"2358",457205,6527005,12.9455261230469,2018-06-26
"2359",457215,6527005,12.9455261230469,2018-06-26
"2360",457225,6527005,11.840012550354,2018-06-26
"2361",457235,6527005,11.840012550354,2018-06-26
"2362",457245,6527005,11.6143083572388,2018-06-26
"2363",457255,6527005,11.6143083572388,2018-06-26
"2364",457265,6527005,9.98771190643311,2018-06-26
"2365",457275,6527005,9.98771190643311,2018-06-26
"2366",457285,6527005,8.44274520874023,2018-06-26
"2367",457295,6527005,8.44274520874023,2018-06-26
"2482",457045,6526995,10.7036428451538,2018-06-26
