"","x","y","NDVI","Date"
"234",456965,6527155,0.653352856636047,2018-09-02
"235",456975,6527155,0.67159765958786,2018-09-02
"236",456985,6527155,0.677320003509521,2018-09-02
"237",456995,6527155,0.661563277244568,2018-09-02
"238",457005,6527155,0.657927572727203,2018-09-02
"239",457015,6527155,0.648829460144043,2018-09-02
"240",457025,6527155,0.664556980133057,2018-09-02
"241",457035,6527155,0.666017889976501,2018-09-02
"242",457045,6527155,0.68629002571106,2018-09-02
"243",457055,6527155,0.683767855167389,2018-09-02
"244",457065,6527155,0.672950446605682,2018-09-02
"245",457075,6527155,0.687290966510773,2018-09-02
"371",456935,6527145,0.680684804916382,2018-09-02
"372",456945,6527145,0.678034484386444,2018-09-02
"373",456955,6527145,0.665164649486542,2018-09-02
"374",456965,6527145,0.669021964073181,2018-09-02
"375",456975,6527145,0.677914083003998,2018-09-02
"376",456985,6527145,0.665620088577271,2018-09-02
"377",456995,6527145,0.663689315319061,2018-09-02
"378",457005,6527145,0.661805272102356,2018-09-02
"379",457015,6527145,0.674922585487366,2018-09-02
"380",457025,6527145,0.670504152774811,2018-09-02
"381",457035,6527145,0.673981189727783,2018-09-02
"382",457045,6527145,0.68255215883255,2018-09-02
"383",457055,6527145,0.669639050960541,2018-09-02
"384",457065,6527145,0.685071587562561,2018-09-02
"385",457075,6527145,0.706625819206238,2018-09-02
"386",457085,6527145,0.724566578865051,2018-09-02
"387",457095,6527145,0.742504417896271,2018-09-02
"388",457105,6527145,0.756669580936432,2018-09-02
"508",456905,6527135,0.686605513095856,2018-09-02
"509",456915,6527135,0.694672882556915,2018-09-02
"510",456925,6527135,0.690388858318329,2018-09-02
"511",456935,6527135,0.688822865486145,2018-09-02
"512",456945,6527135,0.687587141990662,2018-09-02
"513",456955,6527135,0.676176369190216,2018-09-02
"514",456965,6527135,0.688419461250305,2018-09-02
"515",456975,6527135,0.670924127101898,2018-09-02
"516",456985,6527135,0.659090936183929,2018-09-02
"517",456995,6527135,0.676061630249023,2018-09-02
"518",457005,6527135,0.662107825279236,2018-09-02
"519",457015,6527135,0.676309645175934,2018-09-02
"520",457025,6527135,0.670682728290558,2018-09-02
"521",457035,6527135,0.668937861919403,2018-09-02
"522",457045,6527135,0.672205448150635,2018-09-02
"523",457055,6527135,0.686401128768921,2018-09-02
"524",457065,6527135,0.718045115470886,2018-09-02
"525",457075,6527135,0.745668113231659,2018-09-02
"526",457085,6527135,0.724916160106659,2018-09-02
"527",457095,6527135,0.713729321956635,2018-09-02
"528",457105,6527135,0.700798809528351,2018-09-02
"529",457115,6527135,0.69705992937088,2018-09-02
"530",457125,6527135,0.700879752635956,2018-09-02
"647",456895,6527125,0.660377383232117,2018-09-02
"648",456905,6527125,0.68395459651947,2018-09-02
"649",456915,6527125,0.671026527881622,2018-09-02
"650",456925,6527125,0.690227866172791,2018-09-02
"651",456935,6527125,0.692366719245911,2018-09-02
"652",456945,6527125,0.674556195735931,2018-09-02
"653",456955,6527125,0.685962915420532,2018-09-02
"654",456965,6527125,0.685659646987915,2018-09-02
"655",456975,6527125,0.668656706809998,2018-09-02
"656",456985,6527125,0.665293872356415,2018-09-02
"657",456995,6527125,0.667850077152252,2018-09-02
"658",457005,6527125,0.641196012496948,2018-09-02
"659",457015,6527125,0.663551390171051,2018-09-02
