"","x","y","STR","Date"
"235",456975,6527155,10.1336107254028,2018-07-26
"237",456995,6527155,11.1565217971802,2018-07-26
"241",457035,6527155,1.54380631446838,2018-07-26
"242",457045,6527155,1.0462087392807,2018-07-26
"382",457045,6527145,1.0462087392807,2018-07-26
"1630",456925,6527055,0.755326628684998,2018-07-26
"1631",456935,6527055,0.755326628684998,2018-07-26
"1632",456945,6527055,1.15629684925079,2018-07-26
"1633",456955,6527055,1.15629684925079,2018-07-26
"1774",456965,6527045,1.66921651363373,2018-07-26
"2829",456315,6526965,2.35914397239685,2018-07-26
"2831",456335,6526965,2.67170548439026,2018-07-26
"2832",456345,6526965,2.76046228408813,2018-07-26
"2833",456355,6526965,2.76046228408813,2018-07-26
"2834",456365,6526965,2.85106134414673,2018-07-26
"2835",456375,6526965,2.85106134414673,2018-07-26
"2836",456385,6526965,2.81482601165771,2018-07-26
"2837",456395,6526965,2.81482601165771,2018-07-26
"2977",456395,6526955,3.99131155014038,2018-07-26
"2978",456405,6526955,3.67095518112183,2018-07-26
"2979",456415,6526955,3.67095518112183,2018-07-26
"2980",456425,6526955,3.10067224502563,2018-07-26
"3101",456235,6526945,2.13621783256531,2018-07-26
"3118",456405,6526945,3.67095518112183,2018-07-26
"3119",456415,6526945,3.67095518112183,2018-07-26
"3120",456425,6526945,3.10067224502563,2018-07-26
"3121",456435,6526945,3.10067224502563,2018-07-26
"3237",456195,6526935,3.86426949501038,2018-07-26
"3238",456205,6526935,3.77879786491394,2018-07-26
"3239",456215,6526935,3.77879786491394,2018-07-26
"3240",456225,6526935,3.50459837913513,2018-07-26
"3241",456235,6526935,3.50459837913513,2018-07-26
"3242",456245,6526935,3.33561015129089,2018-07-26
"3244",456265,6526935,3.42782950401306,2018-07-26
"3250",456325,6526935,4.09495878219604,2018-07-26
"3251",456335,6526935,4.09495878219604,2018-07-26
"3252",456345,6526935,4.39434337615967,2018-07-26
"3253",456355,6526935,4.39434337615967,2018-07-26
"3254",456365,6526935,4.6313419342041,2018-07-26
"3255",456375,6526935,4.6313419342041,2018-07-26
"3256",456385,6526935,4.7840781211853,2018-07-26
"3257",456395,6526935,4.7840781211853,2018-07-26
"3258",456405,6526935,4.70666456222534,2018-07-26
"3259",456415,6526935,4.70666456222534,2018-07-26
"3260",456425,6526935,4.5520076751709,2018-07-26
"3261",456435,6526935,4.5520076751709,2018-07-26
"3262",456445,6526935,3.76119780540466,2018-07-26
"3373",456155,6526925,2.24746775627136,2018-07-26
"3374",456165,6526925,2.98834681510925,2018-07-26
"3375",456175,6526925,2.98834681510925,2018-07-26
"3376",456185,6526925,3.86426949501038,2018-07-26
"3377",456195,6526925,3.86426949501038,2018-07-26
"3378",456205,6526925,3.77879786491394,2018-07-26
"3379",456215,6526925,3.77879786491394,2018-07-26
"3380",456225,6526925,3.50459837913513,2018-07-26
"3387",456295,6526925,3.60454058647156,2018-07-26
"3388",456305,6526925,3.93401265144348,2018-07-26
"3389",456315,6526925,3.93401265144348,2018-07-26
"3390",456325,6526925,4.09495878219604,2018-07-26
"3391",456335,6526925,4.09495878219604,2018-07-26
"3392",456345,6526925,4.39434337615967,2018-07-26
"3393",456355,6526925,4.39434337615967,2018-07-26
"3394",456365,6526925,4.6313419342041,2018-07-26
"3395",456375,6526925,4.6313419342041,2018-07-26
"3396",456385,6526925,4.7840781211853,2018-07-26
"3397",456395,6526925,4.7840781211853,2018-07-26
"3398",456405,6526925,4.70666456222534,2018-07-26
"3399",456415,6526925,4.70666456222534,2018-07-26
"3400",456425,6526925,4.5520076751709,2018-07-26
"3401",456435,6526925,4.5520076751709,2018-07-26
"3402",456445,6526925,3.76119780540466,2018-07-26
"3403",456455,6526925,3.76119780540466,2018-07-26
"3513",456155,6526915,3.99131155014038,2018-07-26
"3514",456165,6526915,5.2822470664978,2018-07-26
"3515",456175,6526915,5.2822470664978,2018-07-26
"3516",456185,6526915,5.26679992675781,2018-07-26
"3517",456195,6526915,5.26679992675781,2018-07-26
"3518",456205,6526915,4.60055541992188,2018-07-26
"3519",456215,6526915,4.60055541992188,2018-07-26
"3520",456225,6526915,4.3493766784668,2018-07-26
"3522",456245,6526915,4.19788074493408,2018-07-26
"3523",456255,6526915,4.19788074493408,2018-07-26
"3526",456285,6526915,4.50431537628174,2018-07-26
"3527",456295,6526915,4.50431537628174,2018-07-26
"3528",456305,6526915,4.80376863479614,2018-07-26
"3529",456315,6526915,4.80376863479614,2018-07-26
"3530",456325,6526915,4.73866081237793,2018-07-26
"3531",456335,6526915,4.73866081237793,2018-07-26
"3532",456345,6526915,4.88392114639282,2018-07-26
"3533",456355,6526915,4.88392114639282,2018-07-26
"3534",456365,6526915,4.98735332489014,2018-07-26
"3535",456375,6526915,4.98735332489014,2018-07-26
"3536",456385,6526915,5.04405069351196,2018-07-26
"3541",456435,6526915,4.83023691177368,2018-07-26
"3542",456445,6526915,4.26171445846558,2018-07-26
"3543",456455,6526915,4.26171445846558,2018-07-26
"3544",456465,6526915,2.93751692771912,2018-07-26
