"","x","y","STR","Date"
"237",456995,6527155,2.18233704566956,2018-07-04
"243",457055,6527155,4.68764066696167,2018-07-04
"371",456935,6527145,1.40760052204132,2018-07-04
"372",456945,6527145,1.48270583152771,2018-07-04
"378",457005,6527145,2.25926160812378,2018-07-04
"387",457095,6527145,31.2658157348633,2018-07-04
"388",457105,6527145,31.4752330780029,2018-07-04
"521",457035,6527135,3.00661754608154,2018-07-04
"523",457055,6527135,5.20577812194824,2018-07-04
"524",457065,6527135,15.4086923599243,2018-07-04
"527",457095,6527135,26.3315544128418,2018-07-04
"528",457105,6527135,29.3112812042236,2018-07-04
"529",457115,6527135,29.3112812042236,2018-07-04
"530",457125,6527135,34.7212829589844,2018-07-04
"660",457025,6527125,3.00661754608154,2018-07-04
"661",457035,6527125,3.00661754608154,2018-07-04
"663",457055,6527125,5.20577812194824,2018-07-04
"667",457095,6527125,26.3315544128418,2018-07-04
"668",457105,6527125,29.3112812042236,2018-07-04
"669",457115,6527125,29.3112812042236,2018-07-04
"670",457125,6527125,34.7212829589844,2018-07-04
"671",457135,6527125,34.7212829589844,2018-07-04
"672",457145,6527125,30.653470993042,2018-07-04
"793",456955,6527115,5.02977418899536,2018-07-04
"798",457005,6527115,4.0848970413208,2018-07-04
"803",457055,6527115,6.67796039581299,2018-07-04
"807",457095,6527115,25.3252906799316,2018-07-04
"808",457105,6527115,25.4644775390625,2018-07-04
"809",457115,6527115,25.4644775390625,2018-07-04
"810",457125,6527115,27.5801792144775,2018-07-04
"811",457135,6527115,27.5801792144775,2018-07-04
"812",457145,6527115,27.4178905487061,2018-07-04
"813",457155,6527115,27.4178905487061,2018-07-04
"814",457165,6527115,30.8549842834473,2018-07-04
"934",456965,6527105,4.16655731201172,2018-07-04
"948",457105,6527105,25.4644775390625,2018-07-04
"949",457115,6527105,25.4644775390625,2018-07-04
"950",457125,6527105,27.5801792144775,2018-07-04
"951",457135,6527105,27.5801792144775,2018-07-04
"952",457145,6527105,27.4178905487061,2018-07-04
"953",457155,6527105,27.4178905487061,2018-07-04
"954",457165,6527105,30.8549842834473,2018-07-04
"955",457175,6527105,30.8549842834473,2018-07-04
"1081",457035,6527095,5.95177936553955,2018-07-04
"1087",457095,6527095,19.5040035247803,2018-07-04
"1088",457105,6527095,20.5633239746094,2018-07-04
"1090",457125,6527095,24.9163856506348,2018-07-04
"1091",457135,6527095,24.9163856506348,2018-07-04
"1092",457145,6527095,30.257999420166,2018-07-04
"1093",457155,6527095,30.257999420166,2018-07-04
"1094",457165,6527095,29.6829967498779,2018-07-04
"1095",457175,6527095,29.6829967498779,2018-07-04
"1096",457185,6527095,28.7703056335449,2018-07-04
"1097",457195,6527095,28.7703056335449,2018-07-04
"1210",456925,6527085,9.22858142852783,2018-07-04
"1211",456935,6527085,9.22858142852783,2018-07-04
"1212",456945,6527085,11.0979948043823,2018-07-04
"1222",457045,6527085,7.95657110214233,2018-07-04
"1224",457065,6527085,13.9421224594116,2018-07-04
"1226",457085,6527085,19.5040035247803,2018-07-04
"1230",457125,6527085,24.9163856506348,2018-07-04
"1231",457135,6527085,24.9163856506348,2018-07-04
"1232",457145,6527085,30.257999420166,2018-07-04
"1233",457155,6527085,30.257999420166,2018-07-04
"1234",457165,6527085,29.6829967498779,2018-07-04
"1235",457175,6527085,29.6829967498779,2018-07-04
"1236",457185,6527085,28.7703056335449,2018-07-04
"1237",457195,6527085,28.7703056335449,2018-07-04
"1238",457205,6527085,31.4752330780029,2018-07-04
"1349",456915,6527075,5.2361364364624,2018-07-04
"1350",456925,6527075,12.5685863494873,2018-07-04
"1351",456935,6527075,12.5685863494873,2018-07-04
"1352",456945,6527075,14.3068704605103,2018-07-04
"1364",457065,6527075,9.52800178527832,2018-07-04
"1370",457125,6527075,17.532018661499,2018-07-04
"1371",457135,6527075,17.532018661499,2018-07-04
"1372",457145,6527075,28.0783672332764,2018-07-04
"1373",457155,6527075,28.0783672332764,2018-07-04
"1374",457165,6527075,26.7867794036865,2018-07-04
"1375",457175,6527075,26.7867794036865,2018-07-04
"1376",457185,6527075,29.3112812042236,2018-07-04
"1377",457195,6527075,29.3112812042236,2018-07-04
"1378",457205,6527075,30.0639495849609,2018-07-04
"1379",457215,6527075,30.0639495849609,2018-07-04
"1380",457225,6527075,30.653470993042,2018-07-04
"1490",456925,6527065,12.5685863494873,2018-07-04
"1491",456935,6527065,12.5685863494873,2018-07-04
"1492",456945,6527065,14.3068704605103,2018-07-04
"1493",456955,6527065,14.3068704605103,2018-07-04
"1497",456995,6527065,5.05839729309082,2018-07-04
"1498",457005,6527065,5.2361364364624,2018-07-04
"1506",457085,6527065,10.0601778030396,2018-07-04
"1507",457095,6527065,10.0601778030396,2018-07-04
"1511",457135,6527065,17.532018661499,2018-07-04
"1512",457145,6527065,28.0783672332764,2018-07-04
"1513",457155,6527065,28.0783672332764,2018-07-04
"1514",457165,6527065,26.7867794036865,2018-07-04
"1515",457175,6527065,26.7867794036865,2018-07-04
"1516",457185,6527065,29.3112812042236,2018-07-04
"1517",457195,6527065,29.3112812042236,2018-07-04
"1518",457205,6527065,30.0639495849609,2018-07-04
"1519",457215,6527065,30.0639495849609,2018-07-04
"1520",457225,6527065,30.653470993042,2018-07-04
