"","x","y","STR","Date"
"234",456965,6527155,6.98057556152344,2018-09-02
"235",456975,6527155,6.98057556152344,2018-09-02
"236",456985,6527155,7.18725728988647,2018-09-02
"237",456995,6527155,7.18725728988647,2018-09-02
"238",457005,6527155,7.4190616607666,2018-09-02
"239",457015,6527155,7.4190616607666,2018-09-02
"240",457025,6527155,7.57625865936279,2018-09-02
"241",457035,6527155,7.57625865936279,2018-09-02
"242",457045,6527155,7.97249364852905,2018-09-02
"243",457055,6527155,7.97249364852905,2018-09-02
"244",457065,6527155,7.62016487121582,2018-09-02
"245",457075,6527155,7.62016487121582,2018-09-02
"371",456935,6527145,6.98057556152344,2018-09-02
"372",456945,6527145,6.78418827056885,2018-09-02
"373",456955,6527145,6.78418827056885,2018-09-02
"374",456965,6527145,6.98057556152344,2018-09-02
"375",456975,6527145,6.98057556152344,2018-09-02
"376",456985,6527145,7.18725728988647,2018-09-02
"377",456995,6527145,7.18725728988647,2018-09-02
"378",457005,6527145,7.4190616607666,2018-09-02
"379",457015,6527145,7.4190616607666,2018-09-02
"380",457025,6527145,7.57625865936279,2018-09-02
"381",457035,6527145,7.57625865936279,2018-09-02
"382",457045,6527145,7.97249364852905,2018-09-02
"383",457055,6527145,7.97249364852905,2018-09-02
"384",457065,6527145,7.62016487121582,2018-09-02
"385",457075,6527145,7.62016487121582,2018-09-02
"386",457085,6527145,6.82026195526123,2018-09-02
"387",457095,6527145,6.82026195526123,2018-09-02
"388",457105,6527145,6.82026195526123,2018-09-02
"508",456905,6527135,7.4190616607666,2018-09-02
"509",456915,6527135,7.4190616607666,2018-09-02
"510",456925,6527135,7.06968545913696,2018-09-02
"511",456935,6527135,7.06968545913696,2018-09-02
"512",456945,6527135,7.16083097457886,2018-09-02
"513",456955,6527135,7.16083097457886,2018-09-02
"514",456965,6527135,7.03125,2018-09-02
"515",456975,6527135,7.03125,2018-09-02
"516",456985,6527135,7.06968545913696,2018-09-02
"517",456995,6527135,7.06968545913696,2018-09-02
"518",457005,6527135,7.28112506866455,2018-09-02
"519",457015,6527135,7.28112506866455,2018-09-02
"520",457025,6527135,6.93054437637329,2018-09-02
"521",457035,6527135,6.93054437637329,2018-09-02
"522",457045,6527135,6.23931121826172,2018-09-02
"523",457055,6527135,6.23931121826172,2018-09-02
"524",457065,6527135,5.80284976959229,2018-09-02
"525",457075,6527135,5.80284976959229,2018-09-02
"526",457085,6527135,5.66899967193604,2018-09-02
"527",457095,6527135,5.66899967193604,2018-09-02
"528",457105,6527135,6.29134464263916,2018-09-02
"529",457115,6527135,6.29134464263916,2018-09-02
"530",457125,6527135,5.99005270004272,2018-09-02
"647",456895,6527125,7.46135282516479,2018-09-02
"648",456905,6527125,7.4190616607666,2018-09-02
"649",456915,6527125,7.4190616607666,2018-09-02
"650",456925,6527125,7.06968545913696,2018-09-02
"651",456935,6527125,7.06968545913696,2018-09-02
"652",456945,6527125,7.16083097457886,2018-09-02
"653",456955,6527125,7.16083097457886,2018-09-02
"654",456965,6527125,7.03125,2018-09-02
"655",456975,6527125,7.03125,2018-09-02
"656",456985,6527125,7.06968545913696,2018-09-02
"657",456995,6527125,7.06968545913696,2018-09-02
"658",457005,6527125,7.28112506866455,2018-09-02
"659",457015,6527125,7.28112506866455,2018-09-02
"660",457025,6527125,6.93054437637329,2018-09-02
"661",457035,6527125,6.93054437637329,2018-09-02
"662",457045,6527125,6.23931121826172,2018-09-02
"663",457055,6527125,6.23931121826172,2018-09-02
"664",457065,6527125,5.80284976959229,2018-09-02
"665",457075,6527125,5.80284976959229,2018-09-02
"666",457085,6527125,5.66899967193604,2018-09-02
"667",457095,6527125,5.66899967193604,2018-09-02
"668",457105,6527125,6.29134464263916,2018-09-02
"669",457115,6527125,6.29134464263916,2018-09-02
"670",457125,6527125,5.99005270004272,2018-09-02
"671",457135,6527125,5.99005270004272,2018-09-02
"672",457145,6527125,6.58596992492676,2018-09-02
"785",456875,6527115,7.40505933761597,2018-09-02
"786",456885,6527115,6.90576553344727,2018-09-02
"787",456895,6527115,6.90576553344727,2018-09-02
"788",456905,6527115,7.18725728988647,2018-09-02
"789",456915,6527115,7.18725728988647,2018-09-02
"790",456925,6527115,6.6431999206543,2018-09-02
"791",456935,6527115,6.6431999206543,2018-09-02
"792",456945,6527115,6.51843023300171,2018-09-02
"793",456955,6527115,6.51843023300171,2018-09-02
"794",456965,6527115,6.26003313064575,2018-09-02
"795",456975,6527115,6.26003313064575,2018-09-02
"796",456985,6527115,6.72480773925781,2018-09-02
"797",456995,6527115,6.72480773925781,2018-09-02
"798",457005,6527115,6.63168382644653,2018-09-02
"799",457015,6527115,6.63168382644653,2018-09-02
"800",457025,6527115,5.74865913391113,2018-09-02
"801",457035,6527115,5.74865913391113,2018-09-02
"802",457045,6527115,5.25143003463745,2018-09-02
"803",457055,6527115,5.25143003463745,2018-09-02
"804",457065,6527115,5.11648416519165,2018-09-02
"805",457075,6527115,5.11648416519165,2018-09-02
"806",457085,6527115,5.3290581703186,2018-09-02
"807",457095,6527115,5.3290581703186,2018-09-02
"808",457105,6527115,5.59977960586548,2018-09-02
"809",457115,6527115,5.59977960586548,2018-09-02
"810",457125,6527115,5.65155696868896,2018-09-02
"811",457135,6527115,5.65155696868896,2018-09-02
"812",457145,6527115,6.16771745681763,2018-09-02
"813",457155,6527115,6.16771745681763,2018-09-02
"814",457165,6527115,6.43025016784668,2018-09-02
"923",456855,6527105,7.92489671707153,2018-09-02
"924",456865,6527105,7.40505933761597,2018-09-02
"925",456875,6527105,7.40505933761597,2018-09-02
"926",456885,6527105,6.90576553344727,2018-09-02
"927",456895,6527105,6.90576553344727,2018-09-02
"928",456905,6527105,7.18725728988647,2018-09-02
"929",456915,6527105,7.18725728988647,2018-09-02
"930",456925,6527105,6.6431999206543,2018-09-02
"931",456935,6527105,6.6431999206543,2018-09-02
"932",456945,6527105,6.51843023300171,2018-09-02
"933",456955,6527105,6.51843023300171,2018-09-02
"934",456965,6527105,6.26003313064575,2018-09-02
"935",456975,6527105,6.26003313064575,2018-09-02
"936",456985,6527105,6.72480773925781,2018-09-02
"937",456995,6527105,6.72480773925781,2018-09-02
"938",457005,6527105,6.63168382644653,2018-09-02
"939",457015,6527105,6.63168382644653,2018-09-02
"940",457025,6527105,5.74865913391113,2018-09-02
"941",457035,6527105,5.74865913391113,2018-09-02
"942",457045,6527105,5.25143003463745,2018-09-02
"943",457055,6527105,5.25143003463745,2018-09-02
"944",457065,6527105,5.11648416519165,2018-09-02
"945",457075,6527105,5.11648416519165,2018-09-02
"946",457085,6527105,5.3290581703186,2018-09-02
"947",457095,6527105,5.3290581703186,2018-09-02
"948",457105,6527105,5.59977960586548,2018-09-02
"949",457115,6527105,5.59977960586548,2018-09-02
"950",457125,6527105,5.65155696868896,2018-09-02
"951",457135,6527105,5.65155696868896,2018-09-02
"952",457145,6527105,6.16771745681763,2018-09-02
"953",457155,6527105,6.16771745681763,2018-09-02
"954",457165,6527105,6.43025016784668,2018-09-02
"955",457175,6527105,6.43025016784668,2018-09-02
"1062",456845,6527095,6.365478515625,2018-09-02
"1063",456855,6527095,6.365478515625,2018-09-02
"1064",456865,6527095,6.26003313064575,2018-09-02
"1065",456875,6527095,6.26003313064575,2018-09-02
"1066",456885,6527095,6.22899484634399,2018-09-02
"1067",456895,6527095,6.22899484634399,2018-09-02
"1068",456905,6527095,6.14752578735352,2018-09-02
"1069",456915,6527095,6.14752578735352,2018-09-02
"1070",456925,6527095,5.83027791976929,2018-09-02
"1071",456935,6527095,5.83027791976929,2018-09-02
"1072",456945,6527095,5.49036264419556,2018-09-02
"1073",456955,6527095,5.49036264419556,2018-09-02
"1074",456965,6527095,5.457435131073,2018-09-02
"1075",456975,6527095,5.457435131073,2018-09-02
"1076",456985,6527095,6.27044010162354,2018-09-02
"1077",456995,6527095,6.27044010162354,2018-09-02
"1078",457005,6527095,6.22899484634399,2018-09-02
"1079",457015,6527095,6.22899484634399,2018-09-02
"1080",457025,6527095,5.31337547302246,2018-09-02
"1081",457035,6527095,5.31337547302246,2018-09-02
"1082",457045,6527095,4.95940971374512,2018-09-02
"1083",457055,6527095,4.95940971374512,2018-09-02
"1084",457065,6527095,4.86367177963257,2018-09-02
"1085",457075,6527095,4.86367177963257,2018-09-02
"1086",457085,6527095,5.02977418899536,2018-09-02
"1087",457095,6527095,5.02977418899536,2018-09-02
"1088",457105,6527095,4.95940971374512,2018-09-02
"1089",457115,6527095,4.95940971374512,2018-09-02
"1090",457125,6527095,5.14595603942871,2018-09-02
"1091",457135,6527095,5.14595603942871,2018-09-02
"1092",457145,6527095,5.64286994934082,2018-09-02
"1093",457155,6527095,5.64286994934082,2018-09-02
"1094",457165,6527095,5.83027791976929,2018-09-02
"1095",457175,6527095,5.83027791976929,2018-09-02
"1096",457185,6527095,5.86720085144043,2018-09-02
"1097",457195,6527095,5.86720085144043,2018-09-02
"1194",456765,6527085,4.64998149871826,2018-09-02
"1195",456775,6527085,4.64998149871826,2018-09-02
"1196",456785,6527085,6.71304178237915,2018-09-02
"1197",456795,6527085,6.71304178237915,2018-09-02
"1198",456805,6527085,7.044020652771,2018-09-02
"1199",456815,6527085,7.044020652771,2018-09-02
"1200",456825,6527085,6.66633796691895,2018-09-02
"1201",456835,6527085,6.66633796691895,2018-09-02
"1202",456845,6527085,6.365478515625,2018-09-02
"1203",456855,6527085,6.365478515625,2018-09-02
"1204",456865,6527085,6.26003313064575,2018-09-02
"1205",456875,6527085,6.26003313064575,2018-09-02
"1206",456885,6527085,6.22899484634399,2018-09-02
"1207",456895,6527085,6.22899484634399,2018-09-02
"1208",456905,6527085,6.14752578735352,2018-09-02
"1209",456915,6527085,6.14752578735352,2018-09-02
"1210",456925,6527085,5.83027791976929,2018-09-02
"1211",456935,6527085,5.83027791976929,2018-09-02
"1212",456945,6527085,5.49036264419556,2018-09-02
"1213",456955,6527085,5.49036264419556,2018-09-02
"1214",456965,6527085,5.457435131073,2018-09-02
"1215",456975,6527085,5.457435131073,2018-09-02
"1216",456985,6527085,6.27044010162354,2018-09-02
"1217",456995,6527085,6.27044010162354,2018-09-02
"1218",457005,6527085,6.22899484634399,2018-09-02
"1219",457015,6527085,6.22899484634399,2018-09-02
"1220",457025,6527085,5.31337547302246,2018-09-02
"1221",457035,6527085,5.31337547302246,2018-09-02
"1222",457045,6527085,4.95940971374512,2018-09-02
"1223",457055,6527085,4.95940971374512,2018-09-02
"1224",457065,6527085,4.86367177963257,2018-09-02
"1225",457075,6527085,4.86367177963257,2018-09-02
"1226",457085,6527085,5.02977418899536,2018-09-02
"1227",457095,6527085,5.02977418899536,2018-09-02
"1228",457105,6527085,4.95940971374512,2018-09-02
"1229",457115,6527085,4.95940971374512,2018-09-02
"1230",457125,6527085,5.14595603942871,2018-09-02
"1231",457135,6527085,5.14595603942871,2018-09-02
"1232",457145,6527085,5.64286994934082,2018-09-02
"1233",457155,6527085,5.64286994934082,2018-09-02
"1234",457165,6527085,5.83027791976929,2018-09-02
"1235",457175,6527085,5.83027791976929,2018-09-02
"1236",457185,6527085,5.86720085144043,2018-09-02
"1237",457195,6527085,5.86720085144043,2018-09-02
"1238",457205,6527085,6.33352041244507,2018-09-02
"1319",456615,6527075,7.21385622024536,2018-09-02
"1320",456625,6527075,6.59734630584717,2018-09-02
"1321",456635,6527075,6.59734630584717,2018-09-02
"1322",456645,6527075,5.77564477920532,2018-09-02
"1323",456655,6527075,5.77564477920532,2018-09-02
"1324",456665,6527075,4.73223209381104,2018-09-02
"1325",456675,6527075,4.73223209381104,2018-09-02
"1326",456685,6527075,3.90121054649353,2018-09-02
"1327",456695,6527075,3.90121054649353,2018-09-02
"1328",456705,6527075,4.02537441253662,2018-09-02
"1329",456715,6527075,4.02537441253662,2018-09-02
"1330",456725,6527075,4.29423999786377,2018-09-02
"1331",456735,6527075,4.29423999786377,2018-09-02
"1332",456745,6527075,3.85969209671021,2018-09-02
"1333",456755,6527075,3.85969209671021,2018-09-02
"1334",456765,6527075,4.66247749328613,2018-09-02
"1335",456775,6527075,4.66247749328613,2018-09-02
"1336",456785,6527075,6.44115734100342,2018-09-02
"1337",456795,6527075,6.44115734100342,2018-09-02
"1338",456805,6527075,6.6431999206543,2018-09-02
"1339",456815,6527075,6.6431999206543,2018-09-02
"1340",456825,6527075,6.29134464263916,2018-09-02
"1341",456835,6527075,6.29134464263916,2018-09-02
"1342",456845,6527075,6.37619400024414,2018-09-02
"1343",456855,6527075,6.37619400024414,2018-09-02
"1344",456865,6527075,5.67775630950928,2018-09-02
"1345",456875,6527075,5.67775630950928,2018-09-02
"1346",456885,6527075,5.96130752563477,2018-09-02
"1347",456895,6527075,5.96130752563477,2018-09-02
"1348",456905,6527075,5.70416641235352,2018-09-02
"1349",456915,6527075,5.70416641235352,2018-09-02
"1350",456925,6527075,5.05121517181396,2018-09-02
"1351",456935,6527075,5.05121517181396,2018-09-02
"1352",456945,6527075,4.60055541992188,2018-09-02
"1353",456955,6527075,4.60055541992188,2018-09-02
"1354",456965,6527075,4.87715578079224,2018-09-02
"1355",456975,6527075,4.87715578079224,2018-09-02
"1356",456985,6527075,5.37658548355103,2018-09-02
"1357",456995,6527075,5.37658548355103,2018-09-02
"1358",457005,6527075,5.27451372146606,2018-09-02
"1359",457015,6527075,5.27451372146606,2018-09-02
"1360",457025,6527075,4.83023691177368,2018-09-02
"1361",457035,6527075,4.83023691177368,2018-09-02
"1362",457045,6527075,4.48664665222168,2018-09-02
"1363",457055,6527075,4.48664665222168,2018-09-02
"1364",457065,6527075,4.33271217346191,2018-09-02
"1365",457075,6527075,4.33271217346191,2018-09-02
"1366",457085,6527075,4.66874694824219,2018-09-02
"1367",457095,6527075,4.66874694824219,2018-09-02
"1368",457105,6527075,4.7840781211853,2018-09-02
"1369",457115,6527075,4.7840781211853,2018-09-02
"1370",457125,6527075,4.86367177963257,2018-09-02
"1371",457135,6527075,4.86367177963257,2018-09-02
"1372",457145,6527075,5.26679992675781,2018-09-02
"1373",457155,6527075,5.26679992675781,2018-09-02
"1374",457165,6527075,5.59977960586548,2018-09-02
"1375",457175,6527075,5.59977960586548,2018-09-02
"1376",457185,6527075,5.66899967193604,2018-09-02
"1377",457195,6527075,5.66899967193604,2018-09-02
"1378",457205,6527075,5.82111024856567,2018-09-02
"1379",457215,6527075,5.82111024856567,2018-09-02
"1380",457225,6527075,6.37619400024414,2018-09-02
"1449",456515,6527065,8.62297916412354,2018-09-02
"1450",456525,6527065,7.70935583114624,2018-09-02
"1451",456535,6527065,7.70935583114624,2018-09-02
"1452",456545,6527065,7.53280115127563,2018-09-02
"1453",456555,6527065,7.53280115127563,2018-09-02
"1454",456565,6527065,7.72440195083618,2018-09-02
"1455",456575,6527065,7.72440195083618,2018-09-02
"1456",456585,6527065,7.51841449737549,2018-09-02
"1457",456595,6527065,7.51841449737549,2018-09-02
"1458",456605,6527065,7.21385622024536,2018-09-02
"1459",456615,6527065,7.21385622024536,2018-09-02
"1460",456625,6527065,6.59734630584717,2018-09-02
"1461",456635,6527065,6.59734630584717,2018-09-02
"1462",456645,6527065,5.77564477920532,2018-09-02
"1463",456655,6527065,5.77564477920532,2018-09-02
"1464",456665,6527065,4.73223209381104,2018-09-02
"1465",456675,6527065,4.73223209381104,2018-09-02
"1466",456685,6527065,3.90121054649353,2018-09-02
"1467",456695,6527065,3.90121054649353,2018-09-02
"1468",456705,6527065,4.02537441253662,2018-09-02
"1469",456715,6527065,4.02537441253662,2018-09-02
"1470",456725,6527065,4.29423999786377,2018-09-02
"1471",456735,6527065,4.29423999786377,2018-09-02
"1472",456745,6527065,3.85969209671021,2018-09-02
"1473",456755,6527065,3.85969209671021,2018-09-02
"1474",456765,6527065,4.66247749328613,2018-09-02
"1475",456775,6527065,4.66247749328613,2018-09-02
"1476",456785,6527065,6.44115734100342,2018-09-02
"1477",456795,6527065,6.44115734100342,2018-09-02
"1478",456805,6527065,6.6431999206543,2018-09-02
"1479",456815,6527065,6.6431999206543,2018-09-02
"1480",456825,6527065,6.29134464263916,2018-09-02
"1481",456835,6527065,6.29134464263916,2018-09-02
"1482",456845,6527065,6.37619400024414,2018-09-02
"1483",456855,6527065,6.37619400024414,2018-09-02
"1484",456865,6527065,5.67775630950928,2018-09-02
"1485",456875,6527065,5.67775630950928,2018-09-02
"1486",456885,6527065,5.96130752563477,2018-09-02
"1487",456895,6527065,5.96130752563477,2018-09-02
"1488",456905,6527065,5.70416641235352,2018-09-02
"1489",456915,6527065,5.70416641235352,2018-09-02
"1490",456925,6527065,5.05121517181396,2018-09-02
"1491",456935,6527065,5.05121517181396,2018-09-02
"1492",456945,6527065,4.60055541992188,2018-09-02
"1493",456955,6527065,4.60055541992188,2018-09-02
"1494",456965,6527065,4.87715578079224,2018-09-02
"1495",456975,6527065,4.87715578079224,2018-09-02
"1496",456985,6527065,5.37658548355103,2018-09-02
"1497",456995,6527065,5.37658548355103,2018-09-02
"1498",457005,6527065,5.27451372146606,2018-09-02
"1499",457015,6527065,5.27451372146606,2018-09-02
"1500",457025,6527065,4.83023691177368,2018-09-02
"1501",457035,6527065,4.83023691177368,2018-09-02
"1502",457045,6527065,4.48664665222168,2018-09-02
"1503",457055,6527065,4.48664665222168,2018-09-02
"1504",457065,6527065,4.33271217346191,2018-09-02
"1505",457075,6527065,4.33271217346191,2018-09-02
"1506",457085,6527065,4.66874694824219,2018-09-02
"1507",457095,6527065,4.66874694824219,2018-09-02
"1508",457105,6527065,4.7840781211853,2018-09-02
"1509",457115,6527065,4.7840781211853,2018-09-02
"1510",457125,6527065,4.86367177963257,2018-09-02
"1511",457135,6527065,4.86367177963257,2018-09-02
"1512",457145,6527065,5.26679992675781,2018-09-02
"1513",457155,6527065,5.26679992675781,2018-09-02
"1514",457165,6527065,5.59977960586548,2018-09-02
"1515",457175,6527065,5.59977960586548,2018-09-02
"1516",457185,6527065,5.66899967193604,2018-09-02
"1517",457195,6527065,5.66899967193604,2018-09-02
"1518",457205,6527065,5.82111024856567,2018-09-02
"1519",457215,6527065,5.82111024856567,2018-09-02
"1520",457225,6527065,6.37619400024414,2018-09-02
"1521",457235,6527065,6.37619400024414,2018-09-02
"1587",456495,6527055,7.47554588317871,2018-09-02
"1588",456505,6527055,7.14768314361572,2018-09-02
"1589",456515,6527055,7.14768314361572,2018-09-02
"1590",456525,6527055,6.70131158828735,2018-09-02
"1591",456535,6527055,6.70131158828735,2018-09-02
