"","x","y","NDVI","Date"
"234",456965,6527155,0.669024050235748,2018-09-24
"235",456975,6527155,0.613981783390045,2018-09-24
"236",456985,6527155,0.615819215774536,2018-09-24
"237",456995,6527155,0.627311527729034,2018-09-24
"238",457005,6527155,0.625,2018-09-24
"239",457015,6527155,0.577142834663391,2018-09-24
"240",457025,6527155,0.598837196826935,2018-09-24
"241",457035,6527155,0.628446996212006,2018-09-24
"242",457045,6527155,0.611034512519836,2018-09-24
"243",457055,6527155,0.589001476764679,2018-09-24
"244",457065,6527155,0.634146332740784,2018-09-24
"245",457075,6527155,0.621542930603027,2018-09-24
"371",456935,6527145,0.631811499595642,2018-09-24
"372",456945,6527145,0.620795130729675,2018-09-24
"373",456955,6527145,0.655474424362183,2018-09-24
"374",456965,6527145,0.628491640090942,2018-09-24
"375",456975,6527145,0.635276556015015,2018-09-24
"376",456985,6527145,0.614457845687866,2018-09-24
"377",456995,6527145,0.572453379631042,2018-09-24
"378",457005,6527145,0.632892787456512,2018-09-24
"379",457015,6527145,0.569364190101624,2018-09-24
"380",457025,6527145,0.601706981658936,2018-09-24
"381",457035,6527145,0.605224967002869,2018-09-24
"382",457045,6527145,0.654676258563995,2018-09-24
"383",457055,6527145,0.623595476150513,2018-09-24
"384",457065,6527145,0.631039559841156,2018-09-24
"385",457075,6527145,0.661375641822815,2018-09-24
"386",457085,6527145,0.689851760864258,2018-09-24
"387",457095,6527145,0.663223147392273,2018-09-24
"388",457105,6527145,0.650862097740173,2018-09-24
"508",456905,6527135,0.632398724555969,2018-09-24
"509",456915,6527135,0.659824073314667,2018-09-24
"510",456925,6527135,0.664254724979401,2018-09-24
"511",456935,6527135,0.678407371044159,2018-09-24
"512",456945,6527135,0.61424332857132,2018-09-24
"513",456955,6527135,0.629737615585327,2018-09-24
"514",456965,6527135,0.652554750442505,2018-09-24
"515",456975,6527135,0.666174292564392,2018-09-24
"516",456985,6527135,0.64327484369278,2018-09-24
"517",456995,6527135,0.616161644458771,2018-09-24
"518",457005,6527135,0.624082207679749,2018-09-24
"519",457015,6527135,0.591776788234711,2018-09-24
"520",457025,6527135,0.624103307723999,2018-09-24
"521",457035,6527135,0.578947365283966,2018-09-24
"522",457045,6527135,0.667157590389252,2018-09-24
"523",457055,6527135,0.639135956764221,2018-09-24
"524",457065,6527135,0.634002387523651,2018-09-24
